Track_Name,Track Duration (ms),Popularity,Danceability,Energy,Loudness,Tempo,Acousticness,Speechiness,Instrumentalness,Liveness,Valence
En Su Lugar,145161,64,0.804,0.588,-9.596,123.995,0.0306,0.0751,0.742,0.0744,0.265
La vie en rose - Single Version,204400,55,0.579,0.0766,-12.544,70.354,0.866,0.0582,0.00411,0.091,0.271
I'll Come Running Back To You - Single Version With Dubs,133573,55,0.46,0.183,-18.639,94.402,0.878,0.179,0.0,0.0994,0.485
Corcovado (Quiet Nights Of Quiet Stars),256560,61,0.519,0.132,-17.856,127.214,0.916,0.0478,0.00106,0.246,0.376
Kong,237826,60,0.542,0.749,-8.333,94.031,0.173,0.0277,0.942,0.315,0.674
Elevator Vibes,148548,58,0.697,0.15,-20.166,74.651,0.466,0.0725,0.925,0.0927,0.0398
I Get Along Without You Very Well (Except Sometimes) - Vocal Version,179640,57,0.442,0.033,-23.063,103.34,0.922,0.041,0.000171,0.151,0.21
Day Dreaming,239960,55,0.463,0.273,-15.364,146.426,0.907,0.074,0.000367,0.101,0.293
Rock Co.Kane Flow (feat. MF DOOM),185266,55,0.733,0.67,-3.532,86.983,0.119,0.132,0.0,0.442,0.763
Unforgettable,210906,58,0.286,0.288,-13.369,85.691,0.85,0.028,0.000138,0.0798,0.142
Cheek To Cheek,354533,60,0.663,0.264,-14.571,122.482,0.706,0.0914,0.0,0.1,0.657
A Daydream Come True,235125,55,0.561,0.1,-14.022,51.135,0.976,0.0312,0.11,0.137,0.186
Christmas Is Coming,205320,51,0.385,0.346,-14.285,82.679,0.786,0.0366,0.0123,0.096,0.795
